Entry	Entry name	Organism	Organism ID
A0A0Q8DVA4	A0A0Q8DVA4_9GAMM	Rhodanobacter sp. Root627	1736572
A0A1H8N5K1	A0A1H8N5K1_9RHOB	Paracoccus alcaliphilus	34002
A0A2I9DS21	A0A2I9DS21_9NOCA	Rhodococcus sp. Br-6	1522141
A0A067W6B0	A0A067W6B0_9RHIZ	Bartonella koehlerae C-29	1134510
A0A0R2L7T8	A0A0R2L7T8_9LACO	Lactobacillus kimchiensis	993692
A0A1Z3UYU2	A0A1Z3UYU2_ECOLX	Escherichia coli O157	1045010
A0A2U8NQV3	A0A2U8NQV3_STRGL	Streptomyces globisporus	1908
A0A2V2KX23	A0A2V2KX23_ENTFC	Enterococcus faecium (Streptococcus faecium)	1352
A0A2N6URS0	A0A2N6URS0_9ACTO	Actinomyces europaeus	66228
N9AHB5	N9AHB5_9GAMM	Acinetobacter soli NIPH 2899	1217677
A0A269XKL8	A0A269XKL8_9STAP	Staphylococcus pasteuri	45972
A0A2U8NMT3	A0A2U8NMT3_STRGL	Streptomyces globisporus	1908
A0A1L9R039	A0A1L9R039_9PROT	Campylobacter concisus	199
A0A1F6DS33	A0A1F6DS33_9BACT	Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_02_FULL_54_11b	1798494
A0A1B8HBP5	A0A1B8HBP5_9GAMM	Morganella psychrotolerans	368603
F9LXH1	F9LXH1_STRMT	Streptococcus mitis bv. 2 str. SK95	1000588
E0RF85	E0RF85_PAEP6	Paenibacillus polymyxa (strain E681)	349520
A0A1E7PSX8	A0A1E7PSX8_9PROT	Campylobacter concisus	199
A0A150WW52	A0A150WW52_BDEBC	Bdellovibrio bacteriovorus	959
A0A009L323	A0A009L323_ACIBA	Acinetobacter baumannii 146457	1310623
A0A1W6HN85	A0A1W6HN85_BACVA	Bacillus vallismortis	72361
A0A1A0L865	A0A1A0L865_9MYCO	Mycobacterium sp. 1554424.7	1834082
A0A1G7S972	A0A1G7S972_9BACL	Fontibacillus panacisegetis	670482
A0A264Y639	A0A264Y639_9BACT	Prevotella sp. 885	2022527
L0LXX5	L0LXX5_ENTBF	Enterobacteriaceae bacterium (strain FGI 57)	693444
A0A1D8B278	A0A1D8B278_9ACTO	Actinomyces hongkongensis	178339
A0A1Y4CJZ6	A0A1Y4CJZ6_9ACTN	Olsenella sp. An285	1965621
A0A1M5QFN3	A0A1M5QFN3_9PSED	Pseudomonas xanthomarina DSM 18231	1403346
A0A066YXR4	A0A066YXR4_9ACTN	Kitasatospora cheerisanensis KCTC 2395	1348663
A0A2I0V0C9	A0A2I0V0C9_9BACI	Lysinibacillus fusiformis	28031
A0A197SB76	A0A197SB76_MYCLR	Mycobacterium leprae 3125609	1297123
A0A256VKM0	A0A256VKM0_LACRE	Lactobacillus reuteri	1598
X6BRG8	X6BRG8_9RHIZ	Mesorhizobium sp. LNJC372A00	1287256
A0A126SA08	A0A126SA08_PSEPU	Pseudomonas putida (Arthrobacter siderocapsulatus)	303
J2P1N6	J2P1N6_9PSED	Pseudomonas sp. GM21	1144325
A0A1L5PVZ9	A0A1L5PVZ9_PSEPU	Pseudomonas putida (Arthrobacter siderocapsulatus)	303
A0A088T109	A0A088T109_9BACT	Candidatus Izimaplasma sp. HR1	1541959
E8MVB6	E8MVB6_BIFL1	Bifidobacterium longum subsp. infantis (strain 157F)	565040
A0A0R1XUA4	A0A0R1XUA4_9LACO	Lactobacillus intestinalis DSM 6629	1423761
A0A2R4HFH2	A0A2R4HFH2_9PSED	Pseudomonas sp. s211(2017)	2045200
A0A1H5IUX3	A0A1H5IUX3_9FLAO	Salinimicrobium catena	390640
A0A1Z9D9R7	A0A1Z9D9R7_9ACTO	Actinomycetales bacterium TMED115	1986615
A0A133KHI5	A0A133KHI5_9FIRM	Anaerococcus tetradius	33036
A0A0P7D3M9	A0A0P7D3M9_PSEPU	Pseudomonas putida (Arthrobacter siderocapsulatus)	303
A0A2A2Z0X9	A0A2A2Z0X9_9ACTN	Streptomyces sp. SA15	934019
A0A0M9CGC2	A0A0M9CGC2_9FLAO	Polaribacter dokdonensis DSW-5	1300348
K4WG45	K4WG45_ECOLX	Escherichia coli O111:H11 str. CVM9455	1165939
A0A1T4MWJ0	A0A1T4MWJ0_9FIRM	Eubacterium coprostanoligenes	290054
A0A0R1M3G8	A0A0R1M3G8_9LACO	Lactobacillus futsaii JCM 17355	1423818
E6GNC4	E6GNC4_ENTFL	Enterococcus faecalis TX0027	749498
A0A1F0PWH5	A0A1F0PWH5_9CORY	Corynebacterium sp. HMSC074C01	1739482
A0A0E2LQ55	A0A0E2LQ55_PORGN	Porphyromonas gingivalis F0570	1227271
S5RRJ2	S5RRJ2_RHIET	Rhizobium etli bv. mimosae str. Mim1	1328306
X4ZWA0	X4ZWA0_9BACL	Paenibacillus sabinae T27	1268072
M5IRU1	M5IRU1_9PROT	Campylobacter showae CSUNSWCD	1244083
I9IRS1	I9IRS1_BACVU	Bacteroides vulgatus CL09T03C04	997891
A0A179RWN7	A0A179RWN7_PSEPU	Pseudomonas putida (Arthrobacter siderocapsulatus)	303
N6TUA0	N6TUA0_9RHIZ	Rhizobium freirei PRF 81	363754
A0A2A2YNR1	A0A2A2YNR1_9ACTN	Streptomyces sp. SA15	934019
A0A1N6A5V5	A0A1N6A5V5_9ACTN	Micromonospora cremea	709881
A0A1X0ZBA3	A0A1X0ZBA3_PSEPU	Pseudomonas putida (Arthrobacter siderocapsulatus)	303
G3IU87	G3IU87_METTV	Methylobacter tundripaludum (strain ATCC BAA-1195 / SV96)	697282
E7FTT3	E7FTT3_ERYRH	Erysipelothrix rhusiopathiae ATCC 19414	525280
A0A1J5IXY1	A0A1J5IXY1_9BACT	Candidatus Moranbacteria bacterium CG2_30_41_165	1805254
A0A1V0TS37	A0A1V0TS37_9ACTN	Streptomyces gilvosporeus	553510
R5ITE4	R5ITE4_9CLOT	Clostridium sp. CAG:1193	1262771
A0A1E1VTP0	A0A1E1VTP0_9BACL	Paenibacillus sp. NAIST15-1	1605994
A0A2S1IE21	A0A2S1IE21_9ACTN	Streptomyces sp. 452	1827580
A0A127KD28	A0A127KD28_9GAMM	Acinetobacter sp. DUT-2	1809055
A0A0X3WAX2	A0A0X3WAX2_9ACTN	Streptomyces sp. NRRL F-4489	1609095
A0A0L7C2F9	A0A0L7C2F9_BIFBR	Bifidobacterium breve MCC 1454	1365967
A0A077DFW1	A0A077DFW1_9BURK	Basilea psittacipulmonis DSM 24701	1072685
D7I9M4	D7I9M4_9BACE	Bacteroides sp. 1_1_14	469585
A0A0P6WZL6	A0A0P6WZL6_9SPHN	Erythrobacter sp. SG61-1L	1603897
A0A0H4BB12	A0A0H4BB12_SYNPY	Synechococcus sp. (strain WH8020)	32052
G0PXU2	G0PXU2_9ACTN	Streptomyces sp. ACT-1	1609288
A0A0G9KFI3	A0A0G9KFI3_9PROT	Arcobacter butzleri L353	1447261
C3BR45	C3BR45_9BACI	Bacillus pseudomycoides DSM 12442	527000
A0A290VNL7	A0A290VNL7_AERSA	Aeromonas salmonicida subsp. masoucida	197700
A0A1F0QZL7	A0A1F0QZL7_9MICC	Rothia sp. HMSC066G07	1739475
C9BXI3	C9BXI3_ENTFC	Enterococcus faecium 1,231,408	565661
A0A143YDE3	A0A143YDE3_9LACT	Trichococcus flocculiformis	82803
A0A2G9YGE2	A0A2G9YGE2_9BACT	Parcubacteria group bacterium CG23_combo_of_CG06-09_8_20_14_all_35_6	2014335
A0A0G0BMQ9	A0A0G0BMQ9_9BACT	Candidatus Moranbacteria bacterium GW2011_GWE2_35_2-	1618712
A0A0H4BD38	A0A0H4BD38_SYNPY	Synechococcus sp. (strain WH8020)	32052
A0A2N3XFE5	A0A2N3XFE5_9ACTN	Streptomyces sp. 5112.2	1938848
A0A1X2FE25	A0A1X2FE25_9MYCO	Mycolicibacterium wolinskyi	59750
A0A1E4ME43	A0A1E4ME43_9SPHN	Novosphingobium sp. SCN 66-18	1660121
A0A1M6EE67	A0A1M6EE67_9FLAO	Flavobacterium terrae	415425
A0A132PST9	A0A132PST9_9MYCO	Mycolicibacterium wolinskyi	59750
A0A2W0CGD2	A0A2W0CGD2_9MICO	Curtobacterium sp. MCBD17_030	2175649
A0A1S7SN52	A0A1S7SN52_RHIRD	Agrobacterium tumefaciens str. CFBP 5771	1183421
I0S7Z3	I0S7Z3_STRMT	Streptococcus mitis SK616	1095735
D6GPS8	D6GPS8_FILAD	Filifactor alocis (strain ATCC 35896 / D40 B5) (Fusobacterium alocis)	546269
D7I8J2	D7I8J2_9BACE	Bacteroides sp. 1_1_14	469585
A0A1T5A568	A0A1T5A568_9GAMM	Luteibacter sp. 22Crub2.1	1283288
C0XMI1	C0XMI1_LACHI	Lactobacillus hilgardii DSM 20176 = ATCC 8290	1423757
A0A080K2W9	A0A080K2W9_9NEIS	Snodgrassella alvi SCGC AB-598-P14	1443104
A0A0P0L229	A0A0P0L229_9BURK	Burkholderia plantarii	41899
A0A1M5NED8	A0A1M5NED8_9BACI	Ornithinibacillus halophilus	930117
A0A1F0TIP4	A0A1F0TIP4_9MICC	Rothia sp. HMSC036D11	1739462
A0A118LLI0	A0A118LLI0_9BURK	Burkholderia territorii	1503055
J6PEQ0	J6PEQ0_ENTFL	Enterococcus faecalis ERV62	1134792
A0A0E2M574	A0A0E2M574_9ENTR	Enterobacter sp. MGH 14	1329823
J7M335	J7M335_STRP1	Streptococcus pyogenes M1 476	1207470
A0A1X7BP64	A0A1X7BP64_9RHOB	Roseovarius aestuarii	475083
D0L069	D0L069_HALNC	Halothiobacillus neapolitanus (strain ATCC 23641 / c2) (Thiobacillus neapolitanus)	555778
A0A257FT93	A0A257FT93_9BURK	Burkholderiales bacterium PBB2	2015564
A0A2M8S4R3	A0A2M8S4R3_9PAST	Conservatibacter flavescens	28161
A0A1I3ZPQ1	A0A1I3ZPQ1_HALDA	Halobacillus dabanensis	240302
E2SGK9	E2SGK9_9FIRM	Erysipelotrichaceae bacterium 3_1_53	658659
A0A2J0Y606	A0A2J0Y606_9NEIS	Neisseria sp. N177_16	2056175
A0A1G9H022	A0A1G9H022_9ACTN	Streptomyces indicus	417292
F4CP15	F4CP15_PSEUX	Pseudonocardia dioxanivorans (strain ATCC 55486 / DSM 44775 / JCM 13855 / CB1190)	675635
A0A0U1KMS0	A0A0U1KMS0_9BACI	Paraliobacillus sp. PM-2	1462524
A0A160M7V4	A0A160M7V4_9BACI	Bacillus oceanisediminis 2691	1196031
A0A0S6X727	A0A0S6X727_9SPHN	Novosphingobium sp. MBES04	1206458
A0A0E2YN60	A0A0E2YN60_XANCA	Xanthomonas campestris pv. musacearum NCPPB 2005	1094183
A0A140RM44	A0A140RM44_ECOLX	Escherichia coli	562
A0A1S1CCF8	A0A1S1CCF8_9MICC	Rothia sp. HMSC061D12	1715161
A0A2R7PUN1	A0A2R7PUN1_9GAMM	Aeromonas sp. HMWF014	2056850
C0AZY9	C0AZY9_9GAMM	Proteus penneri ATCC 35198	471881
A0A1X3DHX8	A0A1X3DHX8_9NEIS	Neisseria dumasiana	1931275
A0A0M2VUF5	A0A0M2VUF5_9BACL	Paenibacillus sp. DMB20	1642570
A0A265Q306	A0A265Q306_9FIRM	Tissierella sp. P1	1280483
A0A0S2ENJ5	A0A0S2ENJ5_9RHIZ	Aureimonas sp. AU20	1349819
D2UF03	D2UF03_XANAP	Xanthomonas albilineans (strain GPE PC73 / CFBP 7063)	380358
I9FKT4	I9FKT4_9BACE	Bacteroides dorei CL03T12C01	997877
A0A1D7XKV8	A0A1D7XKV8_9CLOT	Clostridium taeniosporum	394958
A0A090DKD1	A0A090DKD1_9RHIZ	Mesorhizobium sp. ORS 3324	408180
A0A133SCE5	A0A133SCE5_9FIRM	Megasphaera sp. MJR8396C	1603888
A0A2I6F4F9	A0A2I6F4F9_ECOLX	Escherichia coli	562
K6U849	K6U849_9CLOT	Clostridium sp. Maddingley MBC34-26	1196322
N1V0Z4	N1V0Z4_9MICC	Arthrobacter crystallopoietes BAB-32	1246476
A0A1Y4GPG5	A0A1Y4GPG5_9BACT	Barnesiella sp. An22	1965590
N2J0P7	N2J0P7_9PSED	Pseudomonas sp. HPB0071	1203578
A0A0S3FQ27	A0A0S3FQ27_9FLAO	Chryseobacterium sp. IHB B 17019	1721091
A0A1M5KXK5	A0A1M5KXK5_STRHI	Streptoalloteichus hindustanus	2017
A0A0Q8DWE6	A0A0Q8DWE6_9ACTN	Streptomyces sp. Root63	1736573
A0A243FJT9	A0A243FJT9_BACTU	Bacillus thuringiensis serovar ostriniae	180883
A0A1A2KC42	A0A1A2KC42_9MYCO	Mycobacterium sp. E1214	1834123
A0A205JJI8	A0A205JJI8_PROMI	Proteus mirabilis	584
A0A1H4TLN3	A0A1H4TLN3_9RHOB	Rhodobacter sp. 24-YEA-8	1884310
D2B464	D2B464_STRRD	Streptosporangium roseum (strain ATCC 12428 / DSM 43021 / JCM 3005 / NI 9100)	479432
A0A1F4Y491	A0A1F4Y491_9BACT	Candidatus Adlerbacteria bacterium RIFOXYC1_FULL_48_26	1797247
A0A2A3JAR0	A0A2A3JAR0_9ACTN	Streptomyces sp. Ag82_O1-15	1938855
A0A2T7H9R2	A0A2T7H9R2_9RHOB	Labrenzia sp. 011	2171494
A0A2W6QF60	A0A2W6QF60_9ACTN	Streptomyces sp. AC1-42T	2218665
A0A2D8CFL0	A0A2D8CFL0_9BACT	Balneola sp.	2024824
A0A2E8PHC2	A0A2E8PHC2_9RHOB	Rhodobacteraceae bacterium	1904441
A0A2K9JR39	A0A2K9JR39_9RHOB	Rhodobacteraceae bacterium	1904441
A0A2S7ZUY2	A0A2S7ZUY2_PANAN	Pantoea ananas (Erwinia uredovora)	553
A0A023Z3D3	A0A023Z3D3_ECOLX	Escherichia coli O145:H28 str. RM12581	1248823
A0A223E7Y0	A0A223E7Y0_9BACI	Aeribacillus pallidus	33936
A0A0R2JUH7	A0A0R2JUH7_9LACO	Lactobacillus lindneri DSM 20690 = JCM 11027	1122148
X5M3G3	X5M3G3_BARHN	Bartonella henselae (Rochalimaea henselae)	38323
A0A2M9EM69	A0A2M9EM69_9GAMM	Xanthomonadaceae bacterium NML07-0707	2032574
A0A2N5QF47	A0A2N5QF47_9PSED	Pseudomonas guariconensis	1288410
A0A2T0MGW7	A0A2T0MGW7_9FLAO	Muricauda pacifica	1080225
A0A2W6RU99	A0A2W6RU99_9ACTN	Streptomyces sp. AC1-42T	2218665
A0A009G0J9	A0A009G0J9_ACIBA	Acinetobacter baumannii 118362	1310618
A0A1D8SQ05	A0A1D8SQ05_STROV	Streptomyces olivaceus	47716
A0A2D1L7L7	A0A2D1L7L7_BRELA	Brevibacillus laterosporus DSM 25	1121121
A0A009FSK9	A0A009FSK9_ACIBA	Acinetobacter baumannii 118362	1310618
C7HUU0	C7HUU0_9FIRM	Anaerococcus vaginalis ATCC 51170	655811
A0A2E3PX08	A0A2E3PX08_9RHOB	Rhodobacteraceae bacterium	1904441
A0A2D9FVV5	A0A2D9FVV5_9BACT	Balneola sp.	2024824
F8EU62	F8EU62_ZYMMT	Zymomonas mobilis subsp. pomaceae (strain ATCC 29192 / JCM 10191 / NBRC 13757 / NCIMB 11200 / NRRL B-4491)	579138
A0A2P7QLA4	A0A2P7QLA4_9SPHN	Sphingosinicella sp. GL-C-18	2116704
A0A0W0SRD0	A0A0W0SRD0_9GAMM	Legionella drozanskii LLAP-1	1212489
A0A1D3MTT3	A0A1D3MTT3_BACMY	Bacillus mycoides	1405
D2Q6J2	D2Q6J2_BIFDB	Bifidobacterium dentium (strain ATCC 27534 / DSM 20436 / JCM 1195 / Bd1)	401473
A0A076GYI0	A0A076GYI0_ENTFC	Enterococcus faecium T110	1344042
A0A1E9D825	A0A1E9D825_9FIRM	Anaerococcus sp. HMSC068A02	1739286
A0A2L2Q587	A0A2L2Q587_9ACTN	Streptomyces sp. WAC00288	2094021
E1JAY6	E1JAY6_ECOLX	Escherichia coli MS 124-1	679205
A5Z9U3	A5Z9U3_9FIRM	Eubacterium ventriosum ATCC 27560	411463
A0A069DDI2	A0A069DDI2_9BACL	Paenibacillus sp. TCA20	1499968
A0A1V1PJL8	A0A1V1PJL8_9PROT	alpha proteobacterium U9-1i	1605283
S3AH38	S3AH38_9STRE	Streptococcus sp. HPH0090	1203590
A0A2S5T235	A0A2S5T235_9BURK	Schlegelella thermodepolymerans	215580
A0A0L0LFX1	A0A0L0LFX1_9BACT	Parcubacteria bacterium C7867-005	1659199
J9WF71	J9WF71_MYCIP	Mycobacterium indicus pranii (strain DSM 45239 / MTCC 9506)	1232724
J3T9C1	J3T9C1_MYCGL	Mycoplasma gallisepticum WI01_2001.043-13-2P	1159201
A0A1I5VTE1	A0A1I5VTE1_9BURK	Variovorax sp. 770b2	1566271
A0A2W5NUS4	A0A2W5NUS4_9SPHN	Novosphingobium pentaromativorans	205844
A0A1C4FV83	A0A1C4FV83_BACMY	Bacillus mycoides	1405
A0A1N7GS51	A0A1N7GS51_9PSED	Pseudomonas sp. 7SR1	1881017
A0A0Q5HRI2	A0A0Q5HRI2_9RHIZ	Aureimonas sp. Leaf324	1736336
A0A2S8W9F4	A0A2S8W9F4_9CAUL	Brevundimonas sp. MYb31	1848616
A0A1H4YPU3	A0A1H4YPU3_9ACTN	Streptomyces sp. TLI_105	1881019
A0A1I5N8V1	A0A1I5N8V1_9PSED	Pseudomonas borbori	289003
A0A192LRM2	A0A192LRM2_9RHIZ	Rhizobium sp. N113	1703960
A0A1F6E1Y2	A0A1F6E1Y2_9BACT	Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_02_FULL_59_21	1798500
A0A1G4WEN5	A0A1G4WEN5_CORJE	Corynebacterium jeikeium	38289
A0A1H7HI56	A0A1H7HI56_9ACTN	Blastococcus sp. DSM 46786	1798227
A0A1G4ENL8	A0A1G4ENL8_BACMY	Bacillus mycoides	1405
A0A178G8T9	A0A178G8T9_9GAMM	Acinetobacter sp. SFB	1805634
A0A2T7B4F1	A0A2T7B4F1_9ENTR	Cronobacter turicensis	413502
A0A1F1SKU5	A0A1F1SKU5_9NEIS	Neisseria sp. HMSC31F04	1581075
C2Y0D6	C2Y0D6_BACMY	Bacillus mycoides	1405
A0A1A2AZ97	A0A1A2AZ97_9MYCO	Mycobacterium sp. 852002-50816_SCH5313054-b	1834092
A0A269TJQ3	A0A269TJQ3_9MOLU	Mycoplasma agassizii	33922
A0A1F1HX97	A0A1F1HX97_9NEIS	Neisseria sp. HMSC073G10	1739369
K8ZPF5	K8ZPF5_9ENTE	Catellicoccus marimammalium M35/04/3	1234409
A0A2S3YES6	A0A2S3YES6_LACSD	Lactobacillus sanfranciscensis (strain ATCC 27651 / DSM 20451 / JCM 5668 / KCTC 3205 / NCIMB 702811 / NRRL B-3934 / L-12)	1423800
A0A1M7IN63	A0A1M7IN63_9FLAO	Chryseobacterium contaminans	1423959
A0A2W5UY47	A0A2W5UY47_9CAUL	Caulobacter segnis	88688
A0A2X4SZT8	A0A2X4SZT8_CORJE	Corynebacterium jeikeium	38289
A0A2V4S223	A0A2V4S223_9PROT	Komagataeibacter rhaeticus	215221
A0A2I6BKS7	A0A2I6BKS7_LACHE	Lactobacillus helveticus (Lactobacillus suntoryeus)	1587
V7ZQN4	V7ZQN4_ENTFL	Enterococcus faecalis PF3	1410655
A0A2S3YLD4	A0A2S3YLD4_9RHIZ	Sinorhizobium americanum	194963
S3J4Z1	S3J4Z1_BACCE	Bacillus cereus BAG1O-3	1053169
A0A1B3LR83	A0A1B3LR83_9PROT	Methyloversatilis sp. RAC08	1842540
A0A0Q0X387	A0A0Q0X387_9FLAO	Flavobacterium daejeonense	350893
A0A142Y7D6	A0A142Y7D6_9PLAN	Pirellula sp. SH-Sr6A	1632865
I2B4J2	I2B4J2_SHIBC	Shimwellia blattae (strain ATCC 29907 / DSM 4481 / JCM 1650 / NBRC 105725 / CDC 9005-74) (Escherichia blattae)	630626
A0A231RCS4	A0A231RCS4_9BACI	Bacillus sp. DSM 27956	1955699
A0A1H0G9V8	A0A1H0G9V8_9PSED	Pseudomonas arsenicoxydans	702115
N9S7M3	N9S7M3_9GAMM	Acinetobacter sp. CIP 102143	1144666
A0A255YUT4	A0A255YUT4_9PROT	Niveispirillum lacus	1981099
A0A1Y5SX59	A0A1Y5SX59_9RHOB	Aquimixticola soesokkakensis	1519096
U2TX62	U2TX62_9ACTN	Olsenella profusa F0195	1125712
A0A1Z4ETU5	A0A1Z4ETU5_9MYCO	[Mycobacterium] stephanolepidis	1520670
A0A239MPA1	A0A239MPA1_9ACTN	Asanoa hainanensis	560556
A0A1H6JR80	A0A1H6JR80_PRERU	Prevotella ruminicola (Bacteroides ruminicola)	839
A0A0G2AI09	A0A0G2AI09_9BACT	Parcubacteria group bacterium GW2011_GWB1_55_9	1618887
A0A0F3HFC0	A0A0F3HFC0_9STRE	Streptococcus infantis	68892
A0A254SCS8	A0A254SCS8_9BACT	Fibrobacter sp. UWB4	1964356
A0A1H0RS20	A0A1H0RS20_9SPHI	Mucilaginibacter sp. OK268	1881048
A0A178A1Q9	A0A178A1Q9_9BACI	Bacillus galactosidilyticus	217031
C0M881	C0M881_STRE4	Streptococcus equi subsp. equi (strain 4047)	553482
A0A1C7DI82	A0A1C7DI82_9BACL	Planococcus antarcticus DSM 14505	1185653
A0A2S5X5I4	A0A2S5X5I4_9MICO	Pseudoclavibacter sp. RFBA6	2080573
D2RJG3	D2RJG3_ACIFV	Acidaminococcus fermentans (strain ATCC 25085 / DSM 20731 / VR4)	591001
A0A0F4KCN1	A0A0F4KCN1_9ACTN	Streptomyces sp. NRRL B-1568	1609106
A0A1S1FCC2	A0A1S1FCC2_9STRE	Streptococcus sp. HMSC034F03	1739287
A0A2M7VFY9	A0A2M7VFY9_9BACT	Candidatus Komeilibacteria bacterium CG_4_10_14_0_2_um_filter_37_10	1974470
A0A0A0NIH7	A0A0A0NIH7_STRRN	Streptomyces rapamycinicus (strain ATCC 29253 / DSM 41530 / NRRL 5491 / AYB-994) (Streptomyces hygroscopicus (strain ATCC 29253))	1343740
A0A1Q7H6I1	A0A1Q7H6I1_9CHLR	Chloroflexi bacterium 13_1_40CM_4_65_16	1805075
A0A1N7P4Q8	A0A1N7P4Q8_9FLAO	Chryseobacterium ureilyticum	373668
A0A156M511	A0A156M511_ENTCL	Enterobacter cloacae	550
I4A1N7	I4A1N7_ORNRL	Ornithobacterium rhinotracheale (strain ATCC 51463 / DSM 15997 / CCUG 23171 / CIP 104009 / LMG 9086)	867902
A0A0H4KPN2	A0A0H4KPN2_9BACI	Bacillus endophyticus	135735
A0A0P8N1P8	A0A0P8N1P8_ENTCL	Enterobacter cloacae	550
T2NWM6	T2NWM6_ENTFC	Enterococcus faecium 13.SD.W.09	1259824
A0A016BZC2	A0A016BZC2_BACFG	Bacteroides fragilis str. 2-F-2 #4	1339280
N0D0G9	N0D0G9_9ACTN	Streptomyces fulvissimus DSM 40593	1303692
G2EEJ8	G2EEJ8_9FLAO	Bizionia argentinensis JUB59	1046627
U9YIW0	U9YIW0_ECOLX	Escherichia coli 110957	1268975
A0A066P0T8	A0A066P0T8_LELAM	Lelliottia amnigena CHS 78	1439331
A0A2N8G7N9	A0A2N8G7N9_9PSED	Pseudomonas sp. FW305-130	2070644
R5AAV4	R5AAV4_9CLOT	Clostridium sp. CAG:1000	1262768
A0A0H5D9A3	A0A0H5D9A3_9PSEU	Alloactinosynnema sp. L-07	1653480
A0A1H3ZDW3	A0A1H3ZDW3_9ACTO	Actinomyces nasicola	208480
J2AV77	J2AV77_9RHIZ	Rhizobium sp. CF142	1144314
X5LM07	X5LM07_9MYCO	Mycolicibacterium mageritense DSM 44476 = CIP 104973	1209984
T0GI42	T0GI42_9SPHN	Sphingobium baderi LL03	1114964
A0A0E9E7T3	A0A0E9E7T3_CHLTH	Chlamydia trachomatis	813
A0A0Q6JNK2	A0A0Q6JNK2_9NOCA	Rhodococcus sp. Leaf247	1736307
R7P7J7	R7P7J7_9CLOT	Clostridium sp. CAG:609	1262827
A0A1H0Z0S0	A0A1H0Z0S0_9BACT	Prevotella sp. khp1	1761884
A0A1H1BY45	A0A1H1BY45_9GAMM	Pseudoxanthomonas sp. CF125	1855303
A0A2R5H9U9	A0A2R5H9U9_9MYCO	Mycobacterium montefiorense	154654
A0A2V4X3I3	A0A2V4X3I3_9BACI	Bacillus sp. 196mf	1761754
A0A0E9DVQ9	A0A0E9DVQ9_CHLTH	Chlamydia trachomatis	813
A0A1I1Y0P1	A0A1I1Y0P1_9DELT	Nannocystis exedens	54
A0A1Z8T3U7	A0A1Z8T3U7_9PROT	Candidatus Endolissoclinum sp. TMED37	1986638
A0A140J6Z7	A0A140J6Z7_LEGPN	Legionella pneumophila subsp. pascullei	91890
A0A2B8AWW0	A0A2B8AWW0_9ACTN	Streptomyces sp. Ru87	2044307
A0A229T2P1	A0A229T2P1_9PSEU	Amycolatopsis sp. H5	1905142
A0A1W2HA30	A0A1W2HA30_9BACT	Aquiflexum balticum DSM 16537	758820
A0A257AVE6	A0A257AVE6_9BACT	Chloracidobacterium sp. CP2_5A	2012633
R5E6X9	R5E6X9_9BURK	Parasutterella excrementihominis CAG:233	1263099
A0A0A3J3R3	A0A0A3J3R3_9BACI	Lysinibacillus massiliensis 4400831 = CIP 108448 = CCUG 49529	1211035
A0A1W1X3G9	A0A1W1X3G9_9MOLU	Mycoplasma agassizii	33922
A0A1A3N5L8	A0A1A3N5L8_MYCAS	Mycobacterium asiaticum	1790
A0A1I1QUN0	A0A1I1QUN0_9FLAO	Algibacter pectinivorans	870482
A0A1Q9U4S7	A0A1Q9U4S7_9MICO	Kytococcus sp. CUA-901	1517899
A0A1W2GE08	A0A1W2GE08_9BACI	Bacillus sp. JKS001846	1938743
E8UF09	E8UF09_TAYEM	Taylorella equigenitalis (strain MCE9)	937774
I2RT73	I2RT73_ECOLX	Escherichia coli 97.0246	869670
R6ZKP9	R6ZKP9_9FIRM	Firmicutes bacterium CAG:534	1263027
J1DJD5	J1DJD5_STREE	Streptococcus pneumoniae 2070335	914141
A0A2A9DLY7	A0A2A9DLY7_9CORY	Corynebacterium renale	1724
A0A1G8C5Z2	A0A1G8C5Z2_9BURK	Janthinobacterium sp. YR213	1881027
A0A0R2GMS5	A0A0R2GMS5_9LACO	Lactobacillus acetotolerans DSM 20749 = JCM 3825	1423714
A0A1S7B7J6	A0A1S7B7J6_9MICO	Plantibacter flavus	150123
A0A076WBQ9	A0A076WBQ9_BACMY	Bacillus mycoides	1405
A0A090KKM5	A0A090KKM5_9BACT	uncultured bacterium	77133
A0A1H5HCN8	A0A1H5HCN8_9ACTN	Streptomyces sp. TLI_105	1881019
W4F230	W4F230_9BACL	Viridibacillus arenosi FSL R5-213	1227360
A0A1A3HDL2	A0A1A3HDL2_9MYCO	Mycolicibacterium mucogenicum	56689
A0A2D2H725	A0A2D2H725_9PROT	Roseomonas sp. FDAARGOS_362	2018065
A4EHE0	A4EHE0_9RHOB	Roseobacter sp. CCS2	391593
A0A0A2MFL0	A0A0A2MFL0_9FLAO	Flavobacterium suncheonense GH29-5 = DSM 17707	1121899
B4D701	B4D701_9BACT	Chthoniobacter flavus Ellin428	497964
A0A246QTY0	A0A246QTY0_9RHOB	Roseovarius sp. 22II1-1F6A	1317112
A0A1I3SYU4	A0A1I3SYU4_9PLAN	Planctomicrobium piriforme	1576369
A0A1C3TG19	A0A1C3TG19_BACMY	Bacillus mycoides	1405
R6H6I0	R6H6I0_9FIRM	Firmicutes bacterium CAG:137	1263004
A0A1B1YXI1	A0A1B1YXI1_9GAMM	Immundisolibacter cernigliae	1810504
A0A090YL33	A0A090YL33_BACMY	Bacillus mycoides	1405
