Entry	Entry name	Organism	Organism ID
A0A1A9S807	A0A1A9S807_9NEIS	Eikenella sp. NML070372	1795829
A0A0J1MND3	A0A0J1MND3_9ENTR	Citrobacter sp. MGH109	1686382
A0A1X3LCA5	A0A1X3LCA5_ECOLX	Escherichia coli TA054	656433
A0A1R4HZA2	A0A1R4HZA2_9GAMM	Halomonas sp. JB380	1434831
A0A1C3EKJ7	A0A1C3EKJ7_9GAMM	Enterovibrio pacificus	1080227
A0A2N5EHS8	A0A2N5EHS8_9GAMM	Yersiniaceae bacterium 2016Iso3	2060066
A0A2K9A5W1	A0A2K9A5W1_9GAMM	Shewanella sp. Pdp11	2059264
A0A2S5I7N1	A0A2S5I7N1_PSEAI	Pseudomonas aeruginosa	287
A0A2I0DV21	A0A2I0DV21_9GAMM	Shewanella sp. GutDb-MelDb	2058316
A0A0T6VLC1	A0A0T6VLC1_9PSED	Pseudomonas sp. TTU2014-066ASC	1729723
A0A1G4WY52	A0A1G4WY52_9PSED	Pseudomonas sp. NFACC25	1566188
A0A2J7UZT1	A0A2J7UZT1_9PSED	Pseudomonas asplenii	53407
A0A0N0E2P2	A0A0N0E2P2_9PSED	Pseudomonas fuscovaginae	50340
A0A1G3D983	A0A1G3D983_9GAMM	Pseudomonadales bacterium GWC2_63_15	1817754
E8LTZ2	E8LTZ2_9VIBR	Vibrio brasiliensis LMG 20546	945543
A0A0U1KIF8	A0A0U1KIF8_YERMO	Yersinia mollaretii	33060
A0A0Q0H4R6	A0A0Q0H4R6_9GAMM	Pseudoalteromonas sp. P1-26	1723759
E5YLT1	E5YLT1_9ENTR	Enterobacteriaceae bacterium 9_2_54FAA	469613
A0A202CQL0	A0A202CQL0_9ENTR	Enterobacter hormaechei subsp. xiangfangensis	1296536
A0A0M9HVE8	A0A0M9HVE8_PSEA0	Pseudomonas amygdali pv. myricae	129139
A4WFA0	A4WFA0_ENT38	Enterobacter sp. (strain 638)	399742
A0A0J6GQL9	A0A0J6GQL9_PSETA	Pseudomonas taetrolens	47884
A0A2D0LGF5	A0A2D0LGF5_9GAMM	Xenorhabdus kozodoii	351676
A0A2S4Q5P7	A0A2S4Q5P7_CITFR	Citrobacter freundii	546
A0A0P9LLQ5	A0A0P9LLQ5_9PSED	Pseudomonas syringae pv. coriandricola	264453
W0N191	W0N191_PSESX	Pseudomonas syringae CC1557	1357279
A0A0C3MWQ3	A0A0C3MWQ3_9GAMM	Shewanella sp. cp20	1521167
A0A0N1MDL1	A0A0N1MDL1_9PSED	Pseudomonas sp. RIT-PI-q	1690247
A0A0J8YGK5	A0A0J8YGK5_9BACT	bacteria symbiont BFo1 of Frankliniella occidentalis	1628855
A0A0F3WYJ8	A0A0F3WYJ8_ENTAS	Enterobacter asburiae	61645
A0A0T9RE90	A0A0T9RE90_YERFR	Yersinia frederiksenii	29484
S3MPI6	S3MPI6_PSESY	Pseudomonas syringae pv. syringae SM	1262350
A0A0T9UTZ8	A0A0T9UTZ8_YERFR	Yersinia frederiksenii	29484
A0A209AVE6	A0A209AVE6_YERFR	Yersinia frederiksenii	29484
A0A0J0GFC5	A0A0J0GFC5_ENTAS	Enterobacter asburiae	61645
W0HFK5	W0HFK5_PSECI	Pseudomonas cichorii JBC1	1441629
U3B1M6	U3B1M6_PSEA4	Pseudomonas alcaligenes (strain ATCC 14909 / DSM 50342 / JCM 20561 / NBRC 14159 / NCIMB 9945 / NCTC 10367 / 1577)	1215092
A0A0K0HN09	A0A0K0HN09_HAFAL	Hafnia alvei	569
A0A1C6Z349	A0A1C6Z349_HAFAL	Hafnia alvei	569
A0A2K4FHP9	A0A2K4FHP9_9PSED	Pseudomonas sp. MPBD7-1	2075549
A0A2N3P9U0	A0A2N3P9U0_9PSED	Pseudomonas sp. S06B 330	2054916
D8A1K3	D8A1K3_ECOMS	Escherichia coli (strain MS 21-1)	749527
A0A0Q6Q736	A0A0Q6Q736_9PSED	Pseudomonas sp. Root329	1736515
A0A0W1KNB3	A0A0W1KNB3_9GAMM	Pseudoalteromonas sp. H103	1761893
A0A2V3N9N6	A0A2V3N9N6_SALET	Salmonella enterica I	59201
J3FQB3	J3FQB3_9PSED	Pseudomonas sp. GM33	1144329
C4SQ60	C4SQ60_YERFR	Yersinia frederiksenii ATCC 33641	349966
A0A2W5SA81	A0A2W5SA81_AERME	Aeromonas media	651
A0A2A2MBY3	A0A2A2MBY3_9GAMM	Hafnia paralvei	546367
J2SPK0	J2SPK0_9PSED	Pseudomonas sp. GM49	1144331
A0A0A1HWH9	A0A0A1HWH9_9PSED	Pseudomonas sp. SHC52	984195
D3VHT9	D3VHT9_XENNA	Xenorhabdus nematophila (strain ATCC 19061 / DSM 3370 / LMG 1036 / NCIB 9965 / AN6)	406817
A0A2S7W482	A0A2S7W482_9VIBR	Vibrio jasicida	766224
A0A025C3Y3	A0A025C3Y3_ECOLX	Escherichia coli O145:NM str. 2010C-3526	1446596
F4SQ18	F4SQ18_ECOLX	Escherichia coli H736	656414
F9T6Z2	F9T6Z2_9VIBR	Vibrio tubiashii ATCC 19109	1051646
A0A2S5ALY7	A0A2S5ALY7_9PAST	Avibacterium endocarditidis	380674
A0A2U3ERV1	A0A2U3ERV1_9ENTR	Enterobacter sp. CGMCC 5087	2183878
G8LHD0	G8LHD0_ENTCL	Enterobacter cloacae EcWSU1	1045856
A0A221ZH73	A0A221ZH73_SALET	Salmonella enterica I	59201
E0SIU3	E0SIU3_DICD3	Dickeya dadantii (strain 3937) (Erwinia chrysanthemi (strain 3937))	198628
A0A080IN06	A0A080IN06_ECOLX	Escherichia coli 1-250-04_S3_C2	1444163
B0KJX1	B0KJX1_PSEPG	Pseudomonas putida (strain GB-1)	76869
A0A0A2YFE2	A0A0A2YFE2_9PAST	Gallibacterium anatis IPDH697-78	1396514
L0LXZ4	L0LXZ4_ENTBF	Enterobacteriaceae bacterium (strain FGI 57)	693444
A0A0A2ZPC3	A0A0A2ZPC3_9PAST	Gallibacterium anatis DSM 16844 = F 149	1121910
A0A209AL19	A0A209AL19_YERFR	Yersinia frederiksenii	29484
A0A0T9UMQ7	A0A0T9UMQ7_YERFR	Yersinia frederiksenii	29484
A0A0G3CM04	A0A0G3CM04_9GAMM	Pragia fontium	82985
S1C9M9	S1C9M9_9ESCH	Escherichia sp. KTE52	1182659
A0A1Q9XJI6	A0A1Q9XJI6_9PSED	Pseudomonas sp. PA15(2017)	1932111
A0A246NCS8	A0A246NCS8_9GAMM	Pantoea sp. VS1	2003658
A0A2G0QEH0	A0A2G0QEH0_9GAMM	Xenorhabdus hominickii	351679
A0A2N1D021	A0A2N1D021_9PSED	Pseudomonas sp. Choline-3u-10	2058311
A0A0J6GHY3	A0A0J6GHY3_PSEDM	Pseudomonas deceptionensis	882211
S1D579	S1D579_ECOLX	Escherichia coli KTE64	1182671
G3Z476	G3Z476_9NEIS	Neisseria sp. GT4A_CT1	665946
S5J0F0	S5J0F0_VIBPH	Vibrio parahaemolyticus O1:Kuk str. FDA_R31	1338034
A0A2T4MUQ2	A0A2T4MUQ2_9GAMM	Aeromonas veronii	654
A0A2T4N097	A0A2T4N097_9GAMM	Aeromonas veronii	654
A4CC09	A4CC09_9GAMM	Pseudoalteromonas tunicata D2	87626
A0A1S1HQH2	A0A1S1HQH2_PROST	Providencia stuartii	588
W0L7W7	W0L7W7_9GAMM	Chania multitudinisentens RB-25	1441930
A0A241S812	A0A241S812_SALCE	Salmonella enterica subsp. salamae serovar 55:k:z39 str. 1315K	1243602
A0A1V2K6D8	A0A1V2K6D8_PSECE	Pseudomonas cedrina subsp. cedrina	76762
W7Q2Y3	W7Q2Y3_9GAMM	Halomonas sp. BC04	1403540
A0A2N0E1B4	A0A2N0E1B4_PSETO	Pseudomonas tolaasii NCPPB 2192	564423
A0A1B8HBR4	A0A1B8HBR4_9GAMM	Morganella psychrotolerans	368603
A0A1B8HC76	A0A1B8HC76_9GAMM	Morganella psychrotolerans	368603
F7RSM7	F7RSM7_9GAMM	Shewanella sp. HN-41	327275
B5ETJ0	B5ETJ0_ALIFM	Aliivibrio fischeri (strain MJ11) (Vibrio fischeri)	388396
A8H857	A8H857_SHEPA	Shewanella pealeana (strain ATCC 700345 / ANG-SQ1)	398579
E0EXL5	E0EXL5_ACTPL	Actinobacillus pleuropneumoniae serovar 9 str. CVJ13261	754258
A0A1G5NY27	A0A1G5NY27_9PSED	Pseudomonas sp. NFIX46	1566234
A0A0H3FAE7	A0A0H3FAE7_RAHSY	Rahnella sp. (strain Y9602)	741091
A0A2V5B793	A0A2V5B793_9PSED	Pseudomonas sp. OV529	2135594
H8NS83	H8NS83_RAHAQ	Rahnella aquatilis HX2	1151116
C2HYI2	C2HYI2_VIBAB	Vibrio albensis VL426	593585
A0A1B3JHV5	A0A1B3JHV5_9PAST	Pasteurellaceae bacterium NI1060	1679001
A0A179CY06	A0A179CY06_BIBTR	Bibersteinia trehalosi Y31	1261658
A0A0V9EAF2	A0A0V9EAF2_9ENTR	Enterobacter sp. 50588862	1736698
A0A1L3IJ19	A0A1L3IJ19_PROST	Providencia stuartii	588
A0A1H1MZM6	A0A1H1MZM6_9PSED	Pseudomonas sp. bs2935	1761895
A0A2N8C390	A0A2N8C390_9PSED	Pseudomonas sp. FW306-2-11AA	2070663
A0A064DB38	A0A064DB38_CITFR	Citrobacter freundii MGH 56	1439318
A0A0V9JGB9	A0A0V9JGB9_9ENTR	Citrobacter sp. 50677481	1736699
A0A086WSZ9	A0A086WSZ9_9VIBR	Vibrio sp. B183	1526762
A0A0D0MVK4	A0A0D0MVK4_PSEVI	Pseudomonas viridiflava	33069
A0A0H3L4R7	A0A0H3L4R7_PANAA	Pantoea ananatis (strain AJ13355)	932677
A0A0N0ZA38	A0A0N0ZA38_9GAMM	Moellerella wisconsensis ATCC 35017	1354267
A0A2G0W3W2	A0A2G0W3W2_9PSED	Pseudomonas sp. ICMP 564	1718919
A0A0P9SW45	A0A0P9SW45_PSESX	Pseudomonas syringae pv. lapsa	199201
A0A2W1NB35	A0A2W1NB35_9PSED	Pseudomonas sp. 57B-090624	2213080
A0A0E1RJN6	A0A0E1RJN6_HAEPR	Glaesserella parasuis 29755	456298
A0A1Z3UYT5	A0A1Z3UYT5_ECOLX	Escherichia coli O157	1045010
A0A083UFK0	A0A083UFK0_PSEPU	Pseudomonas putida (Arthrobacter siderocapsulatus)	303
A0A1B8TJM7	A0A1B8TJM7_9PSED	Pseudomonas sp. AU12215	1860123
K4XSB8	K4XSB8_ECOLX	Escherichia coli O111:H11 str. CVM9455	1165939
A0A0Q0IX03	A0A0Q0IX03_9PSED	Pseudomonas tremae	200454
A0A1X1A069	A0A1X1A069_PSEPU	Pseudomonas putida (Arthrobacter siderocapsulatus)	303
A0A0N8HDF5	A0A0N8HDF5_PSEPU	Pseudomonas putida (Arthrobacter siderocapsulatus)	303
A0A0M3CYI8	A0A0M3CYI8_PSEPU	Pseudomonas putida (Arthrobacter siderocapsulatus)	303
A0A1Q9R8X2	A0A1Q9R8X2_PSEPU	Pseudomonas putida (Arthrobacter siderocapsulatus)	303
A0A1L7NK36	A0A1L7NK36_PSEPU	Pseudomonas putida (Arthrobacter siderocapsulatus)	303
A0A126SAE2	A0A126SAE2_PSEPU	Pseudomonas putida (Arthrobacter siderocapsulatus)	303
T9SET2	T9SET2_ECOLX	Escherichia coli UMEA 3718-1	1281269
A0A1G7W1P1	A0A1G7W1P1_9PSED	Pseudomonas thivervalensis	86265
A0A0Q0CIQ4	A0A0Q0CIQ4_PSESX	Pseudomonas syringae pv. spinaceae	264459
A0A1S1MPB2	A0A1S1MPB2_9GAMM	Pseudoalteromonas amylolytica	1859457
A0A0K4VNP3	A0A0K4VNP3_ECOLX	Escherichia coli	562
C8TXS1	C8TXS1_ECO10	Escherichia coli O103:H2 (strain 12009 / EHEC)	585395
A0A1M2QUY2	A0A1M2QUY2_ECOLX	Escherichia coli	562
A0A2R7NAU3	A0A2R7NAU3_9PSED	Pseudomonas sp. HMWF021	2056857
V6AAH4	V6AAH4_PSEAI	Pseudomonas aeruginosa MH27	1306165
A0A0K4CS09	A0A0K4CS09_ECOLX	Escherichia coli	562
F0LYA1	F0LYA1_VIBFN	Vibrio furnissii (strain DSM 14383 / NCTC 11218)	903510
A0A0M1VBT7	A0A0M1VBT7_YERPE	Yersinia pestis biovar Orientalis str. IP275	373665
A3D960	A3D960_SHEB5	Shewanella baltica (strain OS155 / ATCC BAA-1091)	325240
W8ZPK3	W8ZPK3_ECOLX	Escherichia coli O25b:H4-ST131	941322
N2J2D5	N2J2D5_9PSED	Pseudomonas sp. HPB0071	1203578
A0A023Z3G1	A0A023Z3G1_ECOLX	Escherichia coli O145:H28 str. RM12581	1248823
A0A2S7ZUX7	A0A2S7ZUX7_PANAN	Pantoea ananas (Erwinia uredovora)	553
A0A2V3RFX4	A0A2V3RFX4_PANAN	Pantoea ananas (Erwinia uredovora)	553
A0A1F1SLY9	A0A1F1SLY9_9NEIS	Neisseria sp. HMSC31F04	1581075
L0GIJ3	L0GIJ3_PSEST	Pseudomonas stutzeri RCH2	644801
A0A2T7B4F3	A0A2T7B4F3_9ENTR	Cronobacter turicensis	413502
A0A2E5AM50	A0A2E5AM50_9FLAO	Cryomorphaceae bacterium	1898111
A0A1S1UU38	A0A1S1UU38_9PSED	Pseudomonas sp. 06C 126	1917281
A0A1N7GQL5	A0A1N7GQL5_9PSED	Pseudomonas sp. 7SR1	1881017
A0A1I5NF97	A0A1I5NF97_9PSED	Pseudomonas borbori	289003
E8KH53	E8KH53_9PAST	Actinobacillus ureae ATCC 25976	887324
A0A1H9QXX4	A0A1H9QXX4_9PSED	Pseudomonas sp. NFACC02	1566250
A0A2M9TGI7	A0A2M9TGI7_9GAMM	Halomonas sp. 141	2056666
A0A2I1ZNB2	A0A2I1ZNB2_9ENTR	Leclercia adecarboxylata	83655
A0A1H4JNG1	A0A1H4JNG1_9PSED	Pseudomonas saponiphila	556534
U4RY50	U4RY50_HAEPR	Glaesserella parasuis str. Nagasaki	1117322
A0A2T3NL31	A0A2T3NL31_9GAMM	Photobacterium rosenbergii	294936
I2RSJ1	I2RSJ1_ECOLX	Escherichia coli 97.0246	869670
V0VI82	V0VI82_ECOLX	Escherichia coli 908519	1268991
A0A265E3C0	A0A265E3C0_9GAMM	Halomonas boliviensis LC1	1072583
A0A2I6KFX9	A0A2I6KFX9_9ENTR	Enterobacter sp. Crenshaw	1977566
A0A2K4XE85	A0A2K4XE85_PSEVC	Pseudoalteromonas carrageenovora IAM 12662	1314868
A0A140N724	A0A140N724_ECOBD	Escherichia coli (strain B / BL21-DE3)	469008
A0A2N7YVM1	A0A2N7YVM1_9PSED	Pseudomonas sp. GW704-F2	2070577
I2B4J1	I2B4J1_SHIBC	Shimwellia blattae (strain ATCC 29907 / DSM 4481 / JCM 1650 / NBRC 105725 / CDC 9005-74) (Escherichia blattae)	630626
A0A1H0G0W6	A0A1H0G0W6_9PSED	Pseudomonas arsenicoxydans	702115
A0A010RR27	A0A010RR27_PSEFL	Pseudomonas fluorescens HK44	1042209
A0A1H7ZWL9	A0A1H7ZWL9_9PSED	Pseudomonas sp. NFACC41-3	1566194
A0A0C2HWL0	A0A0C2HWL0_9PSED	Pseudomonas batumici	226910
S6K276	S6K276_PSEST	Pseudomonas stutzeri B1SMN1	1212549
A0A0F6TWY8	A0A0F6TWY8_CITAM	Citrobacter amalonaticus Y19	1261127
A0A2S4QYH4	A0A2S4QYH4_9ENTR	Enterobacter cloacae complex sp. ECNIH8	2080663
A0A1E4WN72	A0A1E4WN72_9PSED	Pseudomonas sp. ENNP23	1535636
A0A061Q3S2	A0A061Q3S2_9VIBR	Vibrio sp. JCM 19052	1460647
A0A205JJE7	A0A205JJE7_PROMI	Proteus mirabilis	584
A0A0M1NFA8	A0A0M1NFA8_9BACI	Bacillus sp. FJAT-21352	1581030
D7Y3B3	D7Y3B3_ECOLX	Escherichia coli MS 115-1	749537
A0A2R7UHJ5	A0A2R7UHJ5_9PSED	Pseudomonas plecoglossicida	70775
A0A0A8F1B4	A0A0A8F1B4_NEIME	Neisseria meningitidis LNP21362	1386087
A0A1S8GVE8	A0A1S8GVE8_9PSED	Pseudomonas sp. FSL W5-0299	1917484
J4WJK3	J4WJK3_9ENTR	Klebsiella sp. OBRC7	936565
A0A2P5GHK4	A0A2P5GHK4_9ENTR	Enterobacteriaceae bacterium BP-1	2022662
A0A2G5NYV5	A0A2G5NYV5_9PSED	Pseudomonas sp. 2995-3	1712680
A0A1X1CL29	A0A1X1CL29_9GAMM	Pantoea rwandensis	1076550
A0A2D0KUI0	A0A2D0KUI0_9GAMM	Xenorhabdus sp. KJ12.1	1851571
A0A2K9QJ13	A0A2K9QJ13_9GAMM	Dickeya zeae	204042
A0A1Z1SQ97	A0A1Z1SQ97_PROMI	Proteus mirabilis	584
A0A1I3HJ17	A0A1I3HJ17_9PSED	Pseudomonas argentinensis	289370
E6WGJ1	E6WGJ1_PANSA	Pantoea sp. (strain At-9b)	592316
A0A0W0LMA8	A0A0W0LMA8_PSEMA	Pseudomonas marginalis ICMP 9505	1198317
E1JAY7	E1JAY7_ECOLX	Escherichia coli MS 124-1	679205
Q5E0G3	Q5E0G3_ALIF1	Aliivibrio fischeri (strain ATCC 700601 / ES114) (Vibrio fischeri)	312309
A0A0B1R5Z1	A0A0B1R5Z1_9GAMM	Pantoea rodasii	1076549
E0M4S0	E0M4S0_9GAMM	Pantoea sp. aB	517433
A0L1C9	A0L1C9_SHESA	Shewanella sp. (strain ANA-3)	94122
A0A0P9LQN8	A0A0P9LQN8_PSEA0	Pseudomonas amygdali pv. ciccaronei	264452
A0A0H4ISP1	A0A0H4ISP1_NEIG1	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	242231
A0A2J9L5N6	A0A2J9L5N6_PROMI	Proteus mirabilis	584
J2TVI9	J2TVI9_9PSED	Pseudomonas sp. GM67	1144335
A0A2S3VKN2	A0A2S3VKN2_9PSED	Pseudomonas laurylsulfatovorans	1943631
A0A160J2A4	A0A160J2A4_PSEPU	Pseudomonas putida B6-2	1081940
E0FAL6	E0FAL6_ACTPL	Actinobacillus pleuropneumoniae serovar 11 str. 56153	754260
A0A1K1RQL2	A0A1K1RQL2_9PSED	Pseudomonas sp. NFACC16-2	1554560
A0A0N0M1Q7	A0A0N0M1Q7_9GAMM	Pseudoalteromonas porphyrae	187330
A0A0J5FX36	A0A0J5FX36_9GAMM	Xenorhabdus khoisanae	880157
A0A0P9IX77	A0A0P9IX77_9PSED	Pseudomonas syringae pv. apii	81036
S1HTU1	S1HTU1_ECOLX	Escherichia coli KTE107	1182703
A0A192CE10	A0A192CE10_ECOLX	Escherichia coli O25b:H4	941280
A0A1X7M702	A0A1X7M702_9ENTR	Cedecea sp. NFIX57	1566286
A0A1H6X738	A0A1H6X738_PSEOL	Pseudomonas oleovorans	301
A0A1X1LGT4	A0A1X1LGT4_VIBCL	Vibrio cholerae	666
A0A2T3TRD7	A0A2T3TRD7_9ESCH	Escherichia sp. 4726-5	2137852
A0A0B5BUP1	A0A0B5BUP1_MANHA	Mannheimia haemolytica USDA-ARS-USMARC-184	1222034
C1DMV5	C1DMV5_AZOVD	Azotobacter vinelandii (strain DJ / ATCC BAA-1303)	322710
A0A1M4TCK9	A0A1M4TCK9_9GAMM	Halomonas ilicicola DSM 19980	1121942
A0A1H7B5X9	A0A1H7B5X9_9PSED	Pseudomonas sp. NFACC23-1	1566190
V7IGT2	V7IGT2_EIKCO	Eikenella corrodens CC92I	1073362
A0A0D1DZE1	A0A0D1DZE1_VIBPH	Vibrio parahaemolyticus VP766	1288782
A0A1V4F3L2	A0A1V4F3L2_9PSED	Pseudomonas sp. Ea RS28	1960919
R8HVF8	R8HVF8_BACCE	Bacillus cereus BAG1O-1	1053167
A8SZZ9	A8SZZ9_9VIBR	Vibrio sp. AND4	314289
A0A2I8QKK3	A0A2I8QKK3_9ENTR	Enterobacteriaceae bacterium ENNIH2	1920109
A0A2S6P5D2	A0A2S6P5D2_9ESCH	Escherichia albertii	208962
A0A1V2QYC4	A0A1V2QYC4_PECCA	Pectobacterium carotovorum subsp. actinidiae	1507808
A0A2C9EU04	A0A2C9EU04_PSEPH	Pseudomonas protegens (strain DSM 19095 / LMG 27888 / CHA0)	1124983
A0A2D0NVL6	A0A2D0NVL6_ECOLX	Escherichia coli O127:H6	168807
A0A0W0PVC6	A0A0W0PVC6_PSESF	Pseudomonas syringae pv. actinidiae ICMP 19497	1208099
A0A2M8SG23	A0A2M8SG23_9PSED	Pseudomonas sp. WCS365	2054929
B7N0T2	B7N0T2_ECO81	Escherichia coli O81 (strain ED1a)	585397
A0A1D3K473	A0A1D3K473_9PSED	Pseudomonas veronii 1YdBTEX2	1295141
A0A0E2LLT2	A0A0E2LLT2_9GAMM	Aeromonas veronii Hm21	1347420
A0A1G5ZRP3	A0A1G5ZRP3_9PSED	Pseudomonas sp. NFACC15-1	1566243
G9Y321	G9Y321_HAFAL	Hafnia alvei ATCC 51873	1002364
A0A0Q4N014	A0A0Q4N014_9GAMM	Serratia sp. Leaf51	1736224
A0A250BJI1	A0A250BJI1_9GAMM	Brenneria goodwinii	1109412
G7LVK5	G7LVK5_9GAMM	Brenneria sp. EniD312	598467
A0A2G8D2Q1	A0A2G8D2Q1_9GAMM	Erwinia sp. OLMDLW33	1928656
I4CNY1	I4CNY1_PSEST	Pseudomonas stutzeri CCUG 29243	1196835
A0A2U2A3Z6	A0A2U2A3Z6_9GAMM	Pectobacterium polaris	2042057
A0A1C1VPI2	A0A1C1VPI2_9PSED	Pseudomonas sp. S1E40	1869229
A0A0P9SS20	A0A0P9SS20_PSESX	Pseudomonas syringae pv. cunninghamiae	264454
A0A0S4I7C9	A0A0S4I7C9_9PSED	Pseudomonas sp. URMO17WK12:I11	1283291
V3CCM1	V3CCM1_ENTCL	Enterobacter cloacae UCICRE 12	1329856
A0A267K1L6	A0A267K1L6_PSESS	Pseudomonas savastanoi (Pseudomonas syringae pv. savastanoi)	29438
A0A1Q8D206	A0A1Q8D206_9GAMM	Aeromonas sp. YN13HZO-058	1921564
A0A1R4B6C4	A0A1R4B6C4_9VIBR	Vibrio palustris	1918946
B6X9P4	B6X9P4_9GAMM	Providencia alcalifaciens DSM 30120	520999
D4I2U9	D4I2U9_ERWAC	Erwinia amylovora (strain CFBP1430)	665029
F6ACH8	F6ACH8_PSEF1	Pseudomonas fulva (strain 12-X)	743720
A0A0Q0IDT1	A0A0Q0IDT1_PSEAP	Pseudomonas syringae pv. aptata	83167
A0A2N8AW01	A0A2N8AW01_9PSED	Pseudomonas sp. FW306-2-2C-D06C	2070631
A0A0P9SNC8	A0A0P9SNC8_PSEA0	Pseudomonas amygdali pv. photiniae	251724
A0A087F9Q1	A0A087F9Q1_9PSED	Pseudomonas sp. 1-7	633150
A0A2I5HLU4	A0A2I5HLU4_SALDZ	Salmonella diarizonae	59204
A0A2V3Z727	A0A2V3Z727_9PSED	Pseudomonas sp. LAMO17WK12:I9	1286370
A0A0T6UI78	A0A0T6UI78_9PSED	Pseudomonas sp. TTU2014-080ASC	1729724
A0A2H1LLF3	A0A2H1LLF3_9GAMM	Serratia grimesii	82995
T9AXW6	T9AXW6_ECOLX	Escherichia coli UMEA 3200-1	1281213
A0A0X8SJ55	A0A0X8SJ55_SERLI	Serratia liquefaciens	614
A0A1B5CV08	A0A1B5CV08_9PSED	Pseudomonas sp. 24 E 1	1844094
A0A1X3JPT9	A0A1X3JPT9_9ESCH	Escherichia albertii B156	550693
A0A191Z038	A0A191Z038_9PSED	Pseudomonas silesiensis	1853130
V8FDP5	V8FDP5_ECOLX	Escherichia coli ATCC BAA-2209	1405293
A0A0X1SZ81	A0A0X1SZ81_PSEAA	Pseudomonas agarici	46677
A0A1I6ZNM4	A0A1I6ZNM4_9GAMM	Pseudoalteromonas sp. DSM 26666	1761892
A0A285L3U8	A0A285L3U8_9GAMM	Pantoea sp. GL120224-02	1378084
A0A271C8T0	A0A271C8T0_SALET	Salmonella enterica subsp. enterica serovar Schwarzengrund	340190
A4N4N0	A4N4N0_HAEIF	Haemophilus influenzae R3021	375432
A0A2T3RK88	A0A2T3RK88_9ESCH	Escherichia albertii	208962
K7A9T8	K7A9T8_9ALTE	Paraglaciecola polaris LMG 21857	1129793
A0A0R3ADS0	A0A0R3ADS0_9PSED	Pseudomonas paralactis	1615673
A0A2N1E9J4	A0A2N1E9J4_PSEFL	Pseudomonas fluorescens	294
A0A0W1KZF9	A0A0W1KZF9_9GAMM	Pseudoalteromonas sp. 10-33	1761890
A0A027T9P1	A0A027T9P1_ECOLX	Escherichia coli O111:NM str. K6722	1446533
A0A087L3V8	A0A087L3V8_9GAMM	Serratia sp. Ag1	1524467
B6ER92	B6ER92_ALISL	Aliivibrio salmonicida (strain LFI1238) (Vibrio salmonicida (strain LFI1238))	316275
A0A0F4V4B6	A0A0F4V4B6_PSEFL	Pseudomonas fluorescens	294
A0A160A122	A0A160A122_PSEFL	Pseudomonas fluorescens	294
A0A0B7DEL1	A0A0B7DEL1_PSEFL	Pseudomonas fluorescens	294
A0A0F4T1K2	A0A0F4T1K2_PSEFL	Pseudomonas fluorescens	294
U2N1H0	U2N1H0_SERFO	Serratia fonticola AU-AP2C	1332071
A0A166NW93	A0A166NW93_PSEFL	Pseudomonas fluorescens	294
A0A2D0JXD9	A0A2D0JXD9_9GAMM	Xenorhabdus sp. KK7.4	1851572
A0A2N0XSF7	A0A2N0XSF7_9VIBR	Vibrio sp. vnigr-6D03	2058088
V1W8Z7	V1W8Z7_SALMU	Salmonella enterica subsp. enterica serovar Muenchen str. baa1594	1079477
A0A2K4JJI4	A0A2K4JJI4_9PSED	Pseudomonas sp. GW531-R1	2075556
A0A1H0XCK8	A0A1H0XCK8_9PSED	Pseudomonas guguanensis	1198456
A0A0R3A2X1	A0A0R3A2X1_9PSED	Pseudomonas veronii	76761
A0A1C3GJ51	A0A1C3GJ51_9PSED	Pseudomonas sp. 1 R 17	1844091
A0A0E9ZHQ1	A0A0E9ZHQ1_9PSED	Pseudomonas sp. 10-1B	1546029
A0A034TEY4	A0A034TEY4_9VIBR	Vibrio sp. JCM 18904	1298599
K5V1C0	K5V1C0_9VIBR	Vibrio sp. HENC-03	992012
A0A1B6VU29	A0A1B6VU29_9NEIS	Eikenella sp. NML080894	1795830
A0A1H2PIE3	A0A1H2PIE3_9PSED	Pseudomonas vancouverensis	95300
A0A1E5X8N8	A0A1E5X8N8_9PSED	Pseudomonas sp. J237	1904754
A0A2T3CMD3	A0A2T3CMD3_9PSED	Pseudomonas sp. BBP2017	2109731
A0A0X1L2F6	A0A0X1L2F6_VIBCO	Vibrio cholerae (strain MO10)	345072
A0A1H7CZL1	A0A1H7CZL1_9PSED	Pseudomonas sp. NFR16	1566248
A0A2G2RGT8	A0A2G2RGT8_9GAMM	Aeromonas dhakensis	196024
K5YIU5	K5YIU5_9PSED	Pseudomonas sp. Chol1	440512
A0A0C1GNW1	A0A0C1GNW1_9NEIS	Morococcus cerebrosus	1056807
A0A249QBV8	A0A249QBV8_9GAMM	Pectobacterium polaris	2042057
A0A249CX21	A0A249CX21_9GAMM	Aeromonas dhakensis	196024
A0A0P9GTA2	A0A0P9GTA2_PSESX	Pseudomonas syringae pv. atrofaciens	192087
U1JGP0	U1JGP0_9GAMM	Pseudoalteromonas citrea DSM 8771	1117314
A0A248K5Y0	A0A248K5Y0_SALBN	Salmonella bongori serovar 66:z41:- str. SA19983605	1243617
A0A2K4L2M8	A0A2K4L2M8_9PSED	Pseudomonas sp. DP16D-R1	2075551
A0A0P9FRW2	A0A0P9FRW2_9GAMM	Pseudoalteromonas sp. P1-11	1715254
