Entry,genomic_dna_id
A0A0H2KNU3,KLN35185.1
J2W6Q2,EJN14377.1
A0A2I7M0R7,AUQ98150.1
A0A098C1X6,CEA16889.1
A0A2N4XIF3,PLK45983.1
A0A1H3ERR5,SDX81237.1
A0A1V3C4J6,OOC55613.1
A0A1T3BJN2,OPB29098.1
A0A1P8XYS3,AQA13348.1
A0A1M3BU33,OJU88090.1
H7FWV5,EIA33437.1
A0A1M6EDV3,SHI83500.1
I0GUI4,BAL84421.1
F3MI78,EGG32135.1
A0A1I0X4J0,SFA95300.1
G9PRR1,EHL71506.1
X7S3Q6,ETZ27924.1
A0A243KXY1,OUB52747.1
F9Q1F7,EGV02381.1
A0A198GZU7,OAT42430.1
A0A1Q3TQY4,OJW04861.1
A0A0T1SW78,KQX61438.1
I4LAM2,EIK74012.1
A0A1I1GXG3,SFC15972.1
A0A1Y4DIS9,OUO57579.1
R5IT44,CCY39901.1
E2PQ03,EFM58914.1
A0A270AH91,PAL12083.1
D4EW36,EFE16121.1
A0A168RM35,OAB49110.1
A0A2M9KZG8,PJN24498.1
E6IDA5,EFU05191.1
A0A1G9LEI7,SDL60372.1
A0A1I7K9T0,SFU94158.1
A0A1I5V4Y8,SFQ02614.1
A0A1B9Y0K0,OCK43345.1
A0A1W1V4C8,SMB88185.1
A0A061NX97,GAK08684.1
A0A095YA27,KGF18936.1
Q7NLP8,BAC89014.1
A0A2D2PZF4,ATS17636.1
A0A2K1Q4R6,PNS10024.1
A0A2D1JLA3,ATO30697.1
A0A1R0HAE5,OLY95324.1
K0D967,AFT82519.1
A0A0W8I8R9,KUG55800.1
A0A1U6GJL4,SLJ83650.1
A0A1F0NG03,OFP45299.1
A0A2R9UFS7,OJV77545.1
F2QDK3,CBZ00722.1
A0A2K2HPC5,PNU25122.1
C2GVM3,EEI80843.1
D8FQD8,EFK31422.1
A0A1F7SXY8,OGL58107.1
A0A139JQP2,KXT29170.1
C6RL24,EET83522.1
K0D9Z8,AFT81675.1
H0HPS9,EHK57262.1
A0A1X7JZK2,SMG33320.1
A0A1W9KEH4,OQW82304.1
A0A0K1NHU0,AKU68662.1
D6KBM9,EFF92629.2
D4TYT1,EFF79886.1
A0A2V1H7S1,PVZ80662.1
A0A2S0P6U7,AVY93108.1
A0A1B9Y6E2,OCK50328.1
S9RM26,EPX94756.1
A0A2T3HDP5,PST76384.1
A0A2D8C057,MAL11834.1
A0A2S1XIJ8,AWJ84271.1
A0A2V1HN91,PVZ88338.1
D6K3P5,EFF91545.2
A0A076HMJ4,AII50278.1
A0A1F8U208,OGO78506.1
A0A0P6R6F4,KPD10670.1
A0A285ZHV0,SOD09213.1
A0A1M5Z5I9,SHI19512.1
A0A2X3Y1C9,SQF40592.1
A0A2T0Z0R0,PRZ29931.1
A0A2L1WA50,PYB85832.1
A0A2U8PVA8,AWM01679.1
K0D9D4,AFT81428.1
A0A2M9KY41,PJN24003.1
A0A2T0C663,PRS27168.1
A0A2T1FFQ2,PSB43825.1
A0A1W6YV37,ARP84861.1
A5EKM7,ABQ36721.1
A0A0Q8D8N9,KRA17886.1
A0A2N6PHG2,PMB98122.1
A0A1G5AWH3,SCX82249.1
A0A1I5UGW8,SFP94439.1
A0A2V5AT30,PYG14351.1
A0A2T7M1R3,PVC99941.1
A0A2W7NT59,PZW93667.1
A0A2V5KIF8,PYI54230.1
A0A1M6EHH7,SHI84891.1
A0A2J0HNA7,PIP26156.1
A0A1I9Y3M1,APA70613.1
A0A243S563,OUD02724.1
A0A2R4KJ99,AVV53999.1
E6JBY6,EFV90894.1
A0A0R2V7P4,KRP05582.1
D6KIR3,EFG24010.2
A0A2S6B742,PPJ43296.1
A0A1A3SXK0,OBK75370.1
A0A1H8IL34,SEN69423.1
A0A1H7KX27,SEK91339.1
A0A2T6M5T2,PUB42665.1
A0A2M9MYV1,PJN54600.1
A0A2M8KV90,PJE63793.1
A0A2T7MAI5,PVD03031.1
A0A1F6P7D8,OGH92107.1
A0A2I1I4H6,PKY65991.1
A0A0F2P3V3,KJS08979.1
A0A2K8WVR7,AUC74600.1
A0A226QT95,OXB94917.1
A0A2V5BPA4,PYG08085.1
A0A2V4IW41,PYB81836.1
A0A241TWN1,ASJ19202.1
E2PAT3,EEY11676.1
W7BRB5,EUJ29289.1
A0A1I5W5B2,SFQ14944.1
A0A2V9XDG5,PYX64687.1
A0A231VWQ8,OXT12663.1
R4KDV0,AGK98714.1
R5G4B4,CCY07757.1
U2KWR7,ERK02907.1
A0A0R3C6E0,KRP90385.1
A0A0U1NV53,CRK81919.1
E6F0V9,EFU89281.1
A0A2V9LH26,PYV28888.1
A0A2V9X755,PYX62229.1
A0A2V8SXR6,PYT03993.1
A0A2V9QW71,PYV85773.1
A0A2V8W7E1,PYT40118.1
R6YS10,CDD34224.1
L1PDD5,EKY13676.1
A0A2V8S0Q0,PYS90084.1
A0A2V9V4Z2,PYX37270.1
A0A2V8L5F0,PYS20943.1
A0A2V8QR38,PYS74344.1
A0A2V9I0D2,PYU87026.1
A0A2V9TZD0,PYX17864.1
A0A2S0HV63,AVI50559.1
A0A2V8NLZ4,PYS48084.1
A0A2T0Y278,PRZ06826.1
A0A2V9UJT6,PYX28152.1
A0A2V9Z412,PYX86383.1
A0A2V7XZ48,PYQ51620.1
A0A0Q5FQN9,KQQ65885.1
A0A0D0I6Y3,KIP88657.1
A0A2V9B096,PYU03002.1
A0A2V8X2A1,PYT51895.1
A0A2V8XC26,PYT58039.1
A0A2V9Z592,PYX86773.1
A0A2V9K7V3,PYV15116.1
A0A2V9DP88,PYU36168.1
A0A2V8BW94,PYR00890.1
A0A2V9UKH6,PYX27668.1
E8X554,ADW68318.1
A0A2G1LMA2,PHP17633.1
C2KKD8,EEJ42296.1
A0A162ZAT2,KZS39677.1
A0A1A2SZR4,OBH69571.1
A0A0M9D4L6,KOY70081.1
A0A1G7IKU9,SDF13357.1
A0A1Y0HT61,ARU50706.1
A0A2L2JFB7,AVH18348.1
A0A0R1BXS9,KRJ75506.1
A0A1A0I5N8,OBA31709.1
A0A0Q8JMR0,KRB10260.1
A0A1R4JFQ5,SJN30764.1
A0A1T0AZY1,OOS03468.1
A0A1H1RGF9,SDS34770.1
A0A1V3PUA3,OOG53981.1
A0A0N8R2Y1,KPW88054.1
L8XYT9,ELV09072.1
A0A1Q5HWQ6,OKJ49288.1
C7GBI8,EEV00795.1
S8H1G4,EPT37830.1
A0A241YI68,OTL11583.1
C2ET95,EEJ40878.1
A0A1Q5INH0,OKJ58596.1
A0A0D9GZC4,KJX29448.1
G6A3R6,EHG14526.1
A0A015TTE7,EXY85782.1
A0A0Q4JMZ8,KQN15759.1
A0A285IUQ4,SNY51427.1
A0A0D7Q8I1,KJC58929.1
A0A2K4IUY2,POA51912.1
A0A163XUI7,KZM52840.1
A0A0Q4SL05,KQO34419.1
A0A1J5VS92,OIR47690.1
A0A1H1M8K6,SDR82735.1
A0A2L0E5D4,AUX12548.1
A0A0Q7NI29,KQY38966.1
A0A1G4WTX0,SCX29504.1
A0A1C7CRK5,KYV80027.1
A0A2R7NB22,PTT31157.1
A0A2C9CSD8,SOH94085.1
A0A0K4VP18,CTW37038.1
E2SMP5,EFP61325.1
A0A143HCF5,AMW98951.1
C2CM28,EEI79279.1
A0A2U1K0Z0,PWA11180.1
A0A0W1KKN4,KTF04153.1
A0A235CRN7,OYD27024.1
A0A2M8QT19,PJG48692.1
A0A1X7JY46,SMG32677.1
A0A087M232,KFL30935.1
I4MB01,EIK86391.1
D5BDK6,ADF54912.1
A0A1M7S353,SHN52918.1
A0A1I7EB99,SFU21230.1
C8TXS0,BAI32732.1
A0A1D3KWD0,SBX33455.1
N8VZ15,ENU89868.1
A0A011VWG3,EXM38933.1
U2LMA0,ERK05371.1
A0A062DTR5,KCX63153.1
A0A037ZB27,KAJ51970.1
A0A1K1Y5L3,SFX57022.1
A0A0R0CYR6,KRG74405.1
A0A2X5GMN3,SQJ89761.1
A0A1A3HZE9,OBJ53018.1
A0A1M3EID5,OJV58251.1
A0A1H4RR54,SEC34297.1
A0A0K2ATP6,AKZ56286.1
A0A285MCK0,SNY94904.1
A0A1W6BPP2,PNZ36035.1
A0A1Q5HSC9,OKJ47720.1
H1YDJ2,EHQ30201.1
A0A246UDX4,OWW07430.1
A0A0M7B4R6,CUH16375.1
A0A2M6UW94,PIT70374.1
A0A0Q4G3A7,KQM67622.1
D7Z9I3,EFJ83047.1
A0A0G1CKS4,KKS86089.1
F0S856,ADY52318.1
A0A2X4S2T5,SQI08821.1
A0A1L3I6Z2,APG47870.1
A0A1F8Q7T3,OGO31574.1
E3GK28,ADO36323.1
D6CZB4,CBK67516.1
A0A0T2YNJ1,KRC00522.1
A0A1F1EBA5,OFR39736.1
A0A177IRT7,OAH31558.1
A0A0X8J9P9,AMD84960.1
A0A0D6NPI1,GAN67520.1
Q2CA93,EAR49591.1
F5S2N3,EGK57512.1
X6F0N5,ESY94991.1
D4RH14,EFF26812.1
L2TKH8,ELB90838.1
A0A0R1L5F6,KRK90940.1
A0A1G6EWH5,SDB61810.1
A0A2R7N562,PTT29328.1
R8Z2Z9,EOQ75990.1
A0A0M9CG16,KOY51743.1
A0A0P7DCP5,KPM63480.1
A0A177SLX7,OAI91191.1
A0A0G1QXV4,KKU49732.1
A0A2S1EP94,AWD61737.1
A0M1G0,CAL66455.1
A0A2W5MN71,PZQ42214.1
A0A2S3WIM0,POF90761.1
A0A2T6AHA5,PTX43210.1
A0A2E4ZD89,MBG23433.1
A0A0G2NTU6,EGE36454.1
A0A0Q5LFU8,KQR47610.1
A0A1S2W340,OIN65397.1
B9KLR7,ACM01942.1
A0A1G5H972,SCY60323.1
A0A1B2FAY2,ANY89458.1
A0A1V1W9S8,GAW56901.1
A0A150L2N5,KYD06514.1
A0A2C5WA11,PHH40861.1
A3K3G2,EBA08076.1
C2M783,EEK13906.1
A0A220MC34,ASJ52562.1
A0A1M5FUY0,SHF95229.1
A0A076PMQ2,AIJ44975.1
A0A1H4L3A0,SEB64815.1
A0A1P8YAT0,AQA21090.1
A0A1X0ZQV1,ORL61519.1
A0A083UQD3,KEX94011.1
A0A1P8Y9C3,AQA20607.1
N9FCX8,ENW02734.1
A0A2T6AMI3,PTX44976.1
A0A0R2DR94,KRN04325.1
A5PC28,EDL48598.1
A0A1H8ABE6,SEM68040.1
A0A0K2WDM2,CEH29371.1
N8Q8S8,ENU17624.1
A0A1B6VT19,OAM36425.1
A0A2N3V0C1,PKV75091.1
A0A266NEX3,OZY60973.1
A0A1C4BFW7,SCC05602.1
R5JB59,CCY46251.1
A0A0Q0Z8U1,KQB86012.1
A0A0P7LZU7,KPN82449.1
C2KL01,EEJ42068.1
A0A0Q5FPN0,KQQ69708.1
A0A256BP71,OYQ67703.1
A0A1H5SC95,SEF48273.1
R4YJ05,CCI79100.1
A0A1G7NDP9,SDF72041.1
A0A0G1E2B8,KKT04221.1
A0A238KKK6,SMX43260.1
A0A1E9HA08,OFL63122.1
A0A0Q5JZR3,KQR23474.1
A0A0Q2XV80,KQI70270.1
A0A0W0LN89,KTC11501.1
I3ID56,EIK45991.1
A0A173HAD8,ANI32814.1
G0AEW7,AEK60494.1
A0A077J903,AIM17157.1
A0A177H9M5,OAH07685.1
A0A1C6P831,SCK39459.1
A0A1A9HNP5,ANH68698.1
A0A0K1QGS1,AKV04964.1
N8RAJ0,ENU31112.1
E4HKM3,EFS92374.1
A0A1T5GH67,SKC07716.1
F3K2P9,EGH91440.1
A0A1R4L2H1,SJN50577.1
A0A2W7JBZ5,PZW60922.1
D3EC55,ACX65023.1
A0A1Q8QY54,OLN32254.1
S7XAC5,EPR91237.1
A0A0F4LQW8,KJY60704.1
A0A2A4IAR4,PCG14873.1
A0A2X1B9U8,SPU27136.1
L7VNU5,AGC67193.1
A0A2S1H275,AWE07399.1
A0A2S7BSE8,PPU48171.1
A0A1W9YXR0,ORA04815.1
A0A1V2GRG6,ONG38327.1
A0A2W5DTI8,PZP33988.1
A0A086ESP6,KFF69710.1
A0A0R2FBT0,KRN25935.1
A0A2S9Y5I2,PRQ00359.1
A0A1U6XX57,AJE35324.1
A0A126V026,AML51295.1
D0RVA6,EEY79809.1
A0A1R4JUW0,SJN35615.1
A0A1E7XCQ0,OFA10819.1
A0A192D176,ANK11707.1
T9TAI3,EQZ97745.1
A0A1K1Q4U4,SFW54919.1
A0A261W7S3,OZI82425.1
A0A255SUJ7,OYP56649.1
W0IC70,AHF82351.1
U5C3F5,ERM84598.1
R5YHR3,CDA26973.1
A0A1Q5PV62,OKL51458.1
A0A177Q397,OAI41196.1
A0A257G4Z7,OYU33467.1
A0A0M3D1I3,KKX68054.1
A0A135GVN7,KXF53624.1
A0A1C0DZ88,OCO15372.1
A0A1M6KBF1,SHJ56250.1
A0A1Q9RBH3,OLS64708.1
A0A1P8WXS6,APZ98861.1
J0H2R8,EJB04300.1
A0A2S5TEC3,PPE73336.1
A0A0Q4TX93,KQO48706.1
A0A1B8TE81,OBY57793.1
A0A1F1J6X0,OFR98835.1
A0A0D1MJJ5,KIU27721.1
A0A0D1PMW5,KIU53426.1
A0A1D8UTJ0,AOX16968.1
A0A2V5D2R0,PYG72383.1
A0A2P6MAJ3,PRH83019.1
A0A2W1X5B1,PZF22147.1
A0A2N7QN14,PMQ03027.1
A0A1J0VZJ6,APE37429.1
A0A0M8SYD2,KOU47951.1
A0A2M9W3B1,PJZ02030.1
R7WQM5,EOM77627.1
A0A149ZZ05,KXX59665.1
A0A1J0VYS0,APE37211.1
A0A087BRW8,KFI73768.1
A0A2T4NIW5,PTH86747.1
A0A2A6KP06,PDT26169.1
A0A177YA16,OAK52365.1
A0A2W1TCP9,PZE81707.1
A0A097BF43,AIS60468.1
A0A212KVU9,SCA64076.1
A0A0Q0CB49,KPZ00742.1
A0A2P1V9I6,AVQ81820.1
A0A136MK65,KXK34278.1
A0A261G283,OZG65283.1
A0A0Q6CJD3,KQT54497.1
A0A0J6H7L7,SDS63405.1
A0A2A8SLF0,PEZ10574.1
A0A257FKR1,OYU26692.1
A0A0Q6L8E8,KQU61670.1
A0A0N7Z5M6,GAP99329.1
A0A1W2EH59,SMD08965.1
A0A1J6WNC3,OIU73296.1
N9BAM4,ENV70331.1
A0A162QK47,KYP15552.1
A0A2S7E4H6,PPU83744.1
A0A1H4KQP4,SEB60713.1
A0A2H0FTV1,PIQ09481.1
A0A2M8V9C8,PJI53339.1
A0A1V9I687,OQP90627.1
A0A106EFC4,KVV49391.1
A0A1H8PND9,SEO43291.1
S8GT28,EPT34855.1
A0A0T5XIQ7,KRT38224.1
A0A0Q4GP24,KQM76937.1
A0A1I2VDX6,SFG85616.1
A0A2M8V4C6,PJI51586.1
A0A2T0M0H6,PRX50050.1
A0M6P8,CAL68293.1
A0A097EGA4,AIT06599.1
A0A1H5LZ74,SEE82302.1
A0A1H7YAC3,SEM42851.1
S3K1N7,EPF32128.1
A0A1S1BRD5,OHO44931.1
A0A1F0QQV0,OFP73266.1
A0A2H9N5N4,PIX29177.1
A0A1U7J0H3,OKH45169.1
A0A0T2MD88,KRA42151.1
A0A1R3TBU6,SCX03490.1
A0A2R4ISZ8,AVV32482.1
A0A2S5URY6,PPF38318.1
A0A2X3NYD8,SQE50643.1
A0A0J7Y945,KMS60361.1
N8WMP9,ENV13372.1
U5P2I0,AGY37914.1
A0A2S3WWF2,POG05635.1
A0A1J5FVC0,OIP58968.1
D5BFE7,ADF53045.1
A0A1H4TN42,SEC57865.1
K0Z349,EJZ86534.1
A0A1L7NJJ5,BAW25603.1
W7VRN4,EWS53426.1
A0A2K9NEY0,AUN31639.1
A0A1B2LX35,AOA57508.1
A0A1I5H4H4,SFO42741.1
A0A2S8AG30,PQL95066.1
A0A2T1LEL0,PSF20725.1
A0A177HV11,OAH14054.1
A0A2W7R9N8,PZX50949.1
U0E3A5,ERB51252.1
A0A2X5Q241,SQK91587.1
A0A2X1JEN0,SPW45520.1
A0A209PKG9,OWC26012.1
D6AF00,EFE76855.2
A0A2W7QMJ0,PZX49331.1
A0A1F1SGY5,OFT00809.1
A0A2X5U5T8,SQL10555.1
A0A2P8ECV8,PSL07309.1
D6AKN9,EFE75291.2
A0A2X7GB38,SQP98926.1
A0A134C6C0,KXB87730.1
A0A1V9IUE5,OQP98748.1
A0A2B7LZC4,PGF79375.1
A0A2S7HKT6,PPZ52115.1
A0A1A9RXL6,OAM27838.1
A0A0D6JEM6,CPR18602.1
A0A1F7I7S3,OGK39415.1
A0A2S9CG38,PRB78777.1
A0A0Q7NR13,KQY39163.1
A0A2P4UQJ6,POM27294.1
R8T3B9,EOQ02298.1
D7VTX0,EFK55749.1
A0A077EE96,AIL45837.1
A0A1H0R2I1,OIN09433.1
A0A0A0I0C1,KGM94889.1
A0A0R2KVS2,KRN93679.1
A0A0G0E1B0,KKP68985.1
C5RYX4,EER48161.1
A0A1H2F606,SDU02830.1
G0FZ41,AEK47008.1
A0A1M3JXC2,OJX38140.1
Q2B3L6,EAR64358.1
A0A0E4FRT1,BAR50493.1
E3GK35,ADO36330.1
A0A0R1HR60,KRK49120.1
R7BV03,CDD69620.1
A0A2N0X9Y5,PKF69515.1
D7B7U2,ADH69487.1
A0A1X6WLA4,SLM85022.1
A0A024FJB5,BAO76949.1
A0A2S1VQV3,AWJ56695.1
A0A1G9FWJ8,SDK92747.1
A0A1X7E0L7,SMF25302.1
A0A1V3RLJ8,OOG77081.1
A0A2U1K1R2,PWA11362.1
R5NVZ4,CCZ01521.1
A0A2S5SSV4,PPE65811.1
A0A2S9JCC2,PRD50469.1
A0A2U4F064,EKV56309.1
A0A0G1Y3D8,KKW37660.1
A0A142HVD5,AMR32843.1
A0A0F2RSL1,KJS41568.1
A0A016C0X1,EXZ74582.1
A0A0H3E707,ADP34139.1
A0A2V5HK59,PYH27704.1
A0A1H6EPI3,SEG99293.1
A0A1B9E403,OCB76657.1
A0A1H3EUC8,SDX82157.1
U2FLX3,ERJ31637.1
A0A239FAX0,SDI10251.1
A0A171DX11,GAT74000.1
A0A010ZMI7,EXG79884.1
W5XUA0,AHI20561.1
K0MY02,CCK23636.1
A0A087E772,KFJ03623.1
A0A0Q8V8Y8,KRC53813.1
H0JVZ5,EHK81546.1
A0A2K8Z406,AUD04626.1
K9CU54,EKU75493.1
A0A137SUL5,KXO16152.1
A0A1E3TDG7,ODR12464.1
A0A0D8BNP4,KJE25654.1
A0A2I0CJH4,PKF28135.1
A0A1S8GH11,OOK40624.1
A3CM47,ABN44252.1
A0A132HVZ9,KWW40922.1
Q1GBT3,CAI97157.1
A0A1S2HNV8,OII12708.1
H0JW06,EHK81557.1
A0A1I3P8V0,SFJ17923.1
A0A1E8FMW9,OFI36958.1
R1HUE0,EOD67170.1
A0A0U5B0E6,BAU23497.1
A0A0H2QHG5,KLN98306.1
A0A2K9DDX7,AUG29109.1
A0A1B1NBG2,ANS78779.1
G6F0K7,EHD13651.1
A0A252EWT1,OUM12522.1
A0A0R1Z866,KRM47993.1
A0A0M8SMJ4,KOU36403.1
A0A1Q9V070,OLT43358.1
K0EZP8,AFU05443.1
A0A2U1BJW3,PVY48948.1
A0A2S9AUQ2,PRB25506.1
A0A2W1I3M3,PZD56323.1
A0A1J0GXM3,APC47007.1
A0A2U8W0Y4,AWN39764.1
A0A2U0HY80,PVW13831.1
A0A2U0I2P1,PVW15376.1
A0A2L0T407,AUZ61203.1
A0A2M9R9V5,PJR58430.1
A0A0Q5CH16,KQQ31447.1
A0A1L3JXR9,APG69932.1
A0A0F4RHP4,KJZ19090.1
A0A1T1BCP3,OOV14132.1
A0A2V5F1M1,PYG99552.1
A0A0B4ELH0,KID12411.1
A0A2T3BHK2,PSS38562.1
A0A2V2SXP9,PWU28995.1
A0A0X3Y0K5,KUL98558.1
U2UH21,ERL17348.1
A0A1S2UVX4,OIN50459.1
A0A1J7W0A9,OIX78419.1
A0A0R1EUV1,KRK12750.1
A0A0F7PRP9,AKI02295.1
A0A091BU93,KFN88010.1
A0A0D8HJ34,KJF17864.1
A0A1I5B063,SFN68084.1
B4U2H5,ACG62192.1
A0A1B3MTM0,AOF96446.1
A0A1I4Z4W1,SFN45305.1
A0A0K2J4I1,ALA93176.1
A0A061CR67,APG67560.1
A0A1Y4JMH9,OUP33778.1
A0A249BYG4,ASW99436.1
F8IA22,AEJ40303.1
R5J3C8,CCY43437.1
E5UKR0,EFV80491.1
A0A2I1ZBR2,PLA64565.1
A0A1S0VC00,ETE36325.1
A0A285CTL6,SNX70862.1
X6KWG1,ETA50391.1
A0A137Y165,KXO79680.1
A0A1Y5SLD3,SLN40515.1
A0A1T2A0F2,OOY03747.1
A0A0X2PDD3,CUW24670.1
A0A1V0H8Y4,ARC49297.1
A0A022LUT9,EYT66017.1
A0A1I0A891,SES90384.1
A0A0P9FS60,KPV61115.1
R5CMH0,CCX67684.1
A0A059XRC3,AIA29323.1
A0A0R1HQ83,KRK49005.1
A0A1H5SRM1,SEF53064.1
A0A1X1UKN5,ORV57403.1
J0QF67,EJF81459.1
A0A0B4C612,KIC52042.1
A0A1G0WNW7,OGV23144.1
V7GUF8,ESZ02072.1
A0A2I1V7Y8,PLA14253.1
C6XFL7,ACT57170.1
Q83MR6,AAO44758.1
A0A2N3XU19,PKW14183.1
A0A0Q0X3Z7,KQC32319.1
A0A2H2YS34,CRM55696.1
A0A0B1ZMM1,KHK91821.1
A0A2A4AGZ5,PCC83045.1
U2ADD2,ERI63799.1
A0A1V1T0N8,GAW14395.1
A0A0G4INU8,CEO96869.1
A0A0G4J1A8,CEP01355.1
A0A0G4J1G9,CEP01430.1
A0A0G4IZJ0,CEP00491.1
A0A0G4INH9,CEO96734.1
A0A0G4INW9,CEO96870.1
A0A2P9ACU9,SJM28957.1
R7TI77,
R7TI77,ELT93429.1
A0A226DBH6,OXA41596.1
A0A226DBH6,OXA41578.1
A0A1V0GTQ8,ARC37069.1
A0A1S1S6W1,OHV65108.1
A0A1I6YM93,SFT51565.1
A0A254RXI8,OWV14858.1
A0A0N9N9I5,ALG83888.1
A0A2A4Z3X2,PCJ01652.1
E2XYG1,EFQ61268.1
A0A173U0G7,CUN06968.1
A0A126VE55,AML56624.1
A4VI42,ABP78643.1
I3DKW8,EIJ72361.1
A0A291QSR8,ATL46922.1
E4MF99,EFR56388.1
A0A285XUL8,SOC88907.1
A0A1H8BEL8,SEM81196.1
C6C8A2,ACS84247.1
A0A2C8ZSV3,SOE68702.1
A0A0K2G702,ALA56639.1
A0A0Q4HJP6,KQM90575.1
R5UJ31,CCZ68807.1
J9RZJ6,AFR47961.1
A0A147H255,KTT23917.1
A0A1Q5FVU1,OKJ24386.1
A0A2M7V5K6,PIZ93822.1
A0A238X8F3,SNR54902.1
C3J8B0,EEN83685.1
A0A2A2PPJ2,PAW57145.1
A0A2N7XXG5,PMV03897.1
A0A2P5JSM3,PPA41757.1
A0A0S3F396,ALR22149.1
A0A1J0A453,APB30720.1
A0A026V724,EZA37637.1
A0A0T9RBX9,CNI54715.1
A0A1G6MKZ9,SDC55625.1
A0A0F3LJW0,KJV43691.1
A0A1H1JA58,SDR46791.1
A0A2N1VVI0,PKL88447.1
A0A1E2VHQ9,ODG79132.1
A0A1H3MC59,SDY74287.1
A0A2R7M8L8,PTT18097.1
A0A081NW36,KEQ22659.1
A0A249PNY7,ASY67631.1
C4RJT2,EEP72783.1
A0A1G5F2U9,SCY33586.1
A0A1H2ZSI4,SDX20542.1
A0A099XZN7,KGL62038.1
A0A1H3U7A3,SDZ57429.1
A0A0U5BT23,BAU31565.1
A0A242CEM9,OTO08619.1
A0A1H9LF91,SER09877.1
S9YHC9,EPZ00882.1
A0A023XD77,AHY49999.1
A0A1H9NVC8,SER39858.1
A0A1S1CUT5,OHP90519.1
R8ASZ6,EON89445.1
A0A1U9QVE6,AQU68202.1
R6BQA3,CDA66303.1
C0B7J4,EEG90381.1
A0A0G3WTE0,AKM01559.1
A0A291GQU3,ATG52334.1
A0A1F6P2J8,OGH90399.1
A0A2E9K5Z8,MBT80618.1
A0A143Z7X6,CZR08586.1
A0A2N7Z416,PMV44876.1
A0A246SG71,OWV72150.1
A5ZG58,EDM21168.1
A0A0Q0DHM7,KPZ23382.1
A0A150ZXE8,KYH07940.1
A0A0D0Q0Z5,KIQ82704.1
W7B6H5,EUJ20595.1
S3WZT1,EPH03401.1
A0A0U1NL59,CRK75452.1
A0A1Q9S496,OLT04507.1
U9Y4I6,ESA68226.1
A0A291RTN0,ATL70695.1
F4FWE2,AEB73511.1
W4A962,ETT27929.1
A0A1B2A2E7,ANY12171.1
A0A0Q1DR55,KQB82429.1
A0A2E0P402,MAS72671.1
A0A1Y4S896,OUQ25272.1
A0A1M5YRQ4,SHI14559.1
A0A060QLJ4,CDG40397.1
A0A0P7WBC6,KPP91483.1
A0A2L0TTQ3,AUZ80445.1
A0A0S9DUQ1,KQO09613.1
A0A2R4GUV1,AVT81585.1
A0A291RRM9,ATL69995.1
H0BYK7,EHL22658.1
A0A1V2ACN9,OMP68761.1
A0A1F6DWS7,OGG65868.1
V8AMH2,ETD03993.1
R6YQL3,CDD38273.1
A0A2T9MDD5,PVQ97823.1
A0A2D9UCP1,MAQ30724.1
A0A2T0JGA7,PRX06590.1
A0A2T5G0H9,PTQ12426.1
A0A2W1RIN8,PZE54606.1
A0A2W5FHK6,PZP29079.1
A0A2S0PJ52,AVY97392.1
A0A2S6HRT4,PPK80333.1
A0A2S8S4A5,PQV55632.1
A0A2W5DMQ9,PZP31983.1
D7VEL9,EFK28428.1
E0F682,EFM95769.1
A0A176L135,OAA98255.1
L1PVQ5,EKY19741.1
R6B646,CDA58585.1
A0A1G6YIF4,SDD90051.1
A0A1B2DUS6,ANY71464.1
G2HYN4,BAK74237.1
A0A248JPH4,ASG20134.1
A0A2S9U7J5,PRO47539.1
A0A0A3F800,PPV02098.1
A0A2V1ZI02,PWK03468.1
A0A2G5IUF2,PIB08163.1
A0A2J9EUE4,PNK71377.1
A0A1M5DZE9,SHF72296.1
A0A2G9FLT2,PIM93299.1
A0A1W6CW13,ARJ69041.1
A0A1H3Y9H2,SEA08275.1
A0A1A0U1X4,OBF66021.1
I0GX98,BAL85385.1
A0A1H4Y7S2,SED13887.1
A0A059ED15,KCZ65397.1
A5GNA8,CAK24423.1
R5FL36,CCY05765.1
R5UIJ2,CCZ75504.1
A0A0M4RP44,ALF17735.1
B3PMZ4,ACF07396.1
A0A0N9YGE9,ALI28707.1
A0A1M5IM10,SHG29276.1
A0A0U2M2J4,ALT82782.1
S2YQ29,EPD53849.1
A0A2W0HHA3,PYZ96189.1
A0A260X5Y0,OZF56596.1
A0A1R1SLM0,OMI39143.1
A0A0H3NW13,CBY29211.1
A0A1E5JLP3,OEH45439.1
A0A268SA15,PAF29257.1
F9Z347,ADY32431.1
A0A1D3DFV3,OEI93445.1
D8IB46,ADK30369.1
A0A1Z3LLC6,ASD22949.1
E8JP21,EFW89068.1
A0A101LL82,KUM41552.1
A0A1Y6C3W2,SMF41737.1
A0A1G2KXA3,OHA04085.1
L7HCJ8,ELQ15790.1
A0A1W1I3C7,SLM47510.1
W2CPW2,ETK09269.1
A0A1A5D8C5,OBP10996.1
C6CSI8,ACS99139.1
A0A0Q7TZ86,KQZ00760.1
R5YMQ6,CDA22701.1
A0A1F1R2H9,OFS83631.1
A0A1G4PRF8,SCW34866.1
A0A1M6THI7,SHK56522.1
A0A0P7BKF2,KPM47739.1
C2VI41,EEL38325.1
A0A248UFR7,ASV85251.1
D1K8A6,EEZ19729.1
W4PEU2,GAE18321.1
A0A1H9RKJ5,SER73184.1
V0ZDI2,ESD82738.1
F7KTR8,EGN37002.1
A0A1H3Y8D1,SEA07947.1
A0A1E9M2Z3,OFM22338.1
A0A2K0XFJ7,PNP93311.1
